TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3027804,-5.0,310904.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,566.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3027887,-5.0,460529.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3027846,-20.0,154847.0,,,8.0,-26.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,12.0,417.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3024194,-45.0,13977.0,-5.0,-5.0,24.0,-100.0,,,-5.0,-5.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,621.0,597.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,3200x1800,match_status:2,T,F,T,T,desktop,Windows
3028025,-5.0,195461.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,563.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3028104,-5.0,548767.0,,,1.0,-5.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,127.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3028121,0.0,586118.0,0.0,0.0,5.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-A320Y Build/NRD90M
3028152,-5.0,374530.0,,,13.0,-33.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,chrome 61.0,,,,F,F,T,T,desktop,Windows
3028168,-5.0,138998.0,0.0,0.0,14.0,-33.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,266.0,507.0,,,,,,,,Found,Found,,chrome 61.0,,,,F,F,T,T,desktop,Windows
3024254,-25.0,18983.0,,,0.0,0.0,,,,,100.0,NotFound,63.0,-300.0,Unknown,,166.0,,409.0,533.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,F,T,desktop,Windows
3028213,0.0,126990.0,,,1.0,-9.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3028197,-5.0,212569.0,,,4.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,595.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3028302,0.0,171732.0,,,5.0,-22.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,HUAWEI
3028361,0.0,253914.0,,,4.0,-5.0,,,,,100.0,NotFound,,,Found,NotFound,225.0,,176.0,507.0,,,,,,,,Found,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3028507,-20.0,208235.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3028613,-20.0,167461.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3028617,-50.0,389935.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,60.0,New,NotFound,225.0,,146.0,561.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,T,F,T,desktop,Trident/7.0
3028665,-5.0,167416.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3028759,0.0,128504.0,,,-17.0,-27.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,384.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3028757,-10.0,191279.0,,,0.0,-5.0,,,,,100.0,NotFound,22.0,,New,NotFound,225.0,,275.0,588.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3029119,0.0,207645.0,,,-5.0,-27.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,VerykoolS5030
3029288,-15.0,334796.0,,,0.0,0.0,,,,,100.0,NotFound,35.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Ilium X710 Build/MRA58K
3037123,-5.0,218087.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3033218,-5.0,92826.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,529.0,549.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3037275,-20.0,128793.0,,,3.0,-40.0,33.0,-35.0,,,100.0,NotFound,15.0,-360.0,New,NotFound,166.0,12.0,317.0,214.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,142.0,Found,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3029503,0.0,137371.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 59.0 for android,,,,F,F,T,T,mobile,LG-D693n Build/LRX22G
3029593,-20.0,112430.0,,,6.0,-32.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3037308,-20.0,659765.0,,,3.0,-40.0,23.0,-35.0,,,100.0,NotFound,15.0,-360.0,New,NotFound,166.0,12.0,317.0,214.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,142.0,Found,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3029622,-20.0,180676.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,305.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3029686,-5.0,288936.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,401.0,,,,,,,,New,NotFound,,chrome 58.0,,,,F,F,T,T,desktop,
3029724,-15.0,162946.0,,,5.0,0.0,,,,,100.0,NotFound,35.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3029689,-15.0,107911.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,176.0,223.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (4) Build/NPJ25.93-14.5
3029792,0.0,188315.0,,,0.0,-1.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,153.0,541.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto C Build/NRD90M.063
3030035,-40.0,175628.0,,,13.0,-24.0,,,,,100.0,NotFound,18.0,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLL-L23 Build/HUAWEIBLL-L23
3030040,0.0,629494.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3030125,-40.0,212940.0,,,0.0,0.0,,,,,100.0,NotFound,18.0,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLL-L23 Build/HUAWEIBLL-L23
3030322,-5.0,638009.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3038361,0.0,36102.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3034425,0.0,16988.0,2.0,0.0,1.0,0.0,,,2.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for tablet,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3034422,0.0,23549.0,2.0,0.0,1.0,0.0,,,2.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for tablet,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
3030515,0.0,84774.0,,,1.0,-100.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,T,T,mobile,
3030567,0.0,140077.0,0.0,0.0,0.0,-100.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,266.0,563.0,,,,,,,,Found,Found,,mobile safari 11.0,,,,F,F,T,T,mobile,
3034409,0.0,14209.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,100.0,549.0,,,,,,,,Found,Found,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3034421,0.0,42423.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,100.0,549.0,,,,,,,,Found,Found,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3030529,0.0,83384.0,,,0.0,-100.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,T,T,mobile,
3034533,-5.0,30696.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,549.0,,,,,,,,New,NotFound,iOS 10.3.1,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3026939,-5.0,90529.0,,,8.0,-3.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,622.0,600.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3026900,-5.0,25190.0,0.0,0.0,9.0,-3.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,622.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3026955,-5.0,42050.0,0.0,0.0,9.0,-3.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,622.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3030803,0.0,80690.0,0.0,0.0,4.0,-34.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLADE V8 SE Build/NRD90M
3030848,-20.0,219342.0,,,5.0,-27.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3034846,-5.0,87371.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,390.0,489.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3030852,-20.0,165055.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3027316,0.0,248501.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Android 7.0,firefox,24.0,2672x1440,match_status:2,T,F,T,T,mobile,LG-H871
3027317,0.0,41169.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Android 7.0,firefox,24.0,2672x1440,match_status:2,T,F,T,T,mobile,LG-H871
3031067,-5.0,129844.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,
3035052,-5.0,15957.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,390.0,549.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3035077,0.0,183872.0,,,13.0,-5.0,,,,,100.0,NotFound,20.0,,New,NotFound,166.0,13.0,231.0,549.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3051675,-5.0,75132.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,215.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3031394,-15.0,362210.0,,,4.0,-29.0,,,,,100.0,NotFound,35.0,,New,NotFound,225.0,13.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-K500 Build/MMB29M
3031363,0.0,295251.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,XT1032 Build/LPBS23.13-56-2
3031564,-5.0,149188.0,,,-3.0,-32.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,chrome,,,,F,F,T,F,mobile,LG-D693n Build/LRX22G
3031644,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031684,0.0,152083.0,,,-7.0,-100.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,chrome 52.0 for android,,,,F,F,T,T,mobile,SM-G532M Build/MMB29T
3031676,-5.0,334770.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,610.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3031677,-5.0,399662.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3031722,-10.0,114081.0,0.0,0.0,5.0,-11.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,12.0,667.0,214.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3035649,-5.0,64591.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Windows 10,edge 14.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3031748,-5.0,270336.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3031770,-20.0,288487.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,mobile,XT1032 Build/KXB21.14-L1.40
3031812,-5.0,204744.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,410.0,595.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3031806,-20.0,162883.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3052360,-5.0,26553.0,3.0,0.0,-1.0,-5.0,,,3.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,352.0,222.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3039722,-25.0,22327.0,,,,,,,,,100.0,NotFound,63.0,-360.0,Unknown,,166.0,,529.0,214.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,F,T,desktop,Windows
3035770,0.0,131337.0,1.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,258.0,549.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,T,mobile,iOS Device
3031872,-5.0,225952.0,6.0,0.0,6.0,0.0,,,6.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3031912,-5.0,214316.0,6.0,0.0,8.0,0.0,,,6.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3031870,-5.0,101192.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3031988,-5.0,408300.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,edge 15.0,,,,F,F,T,T,desktop,Windows
3031985,-5.0,144563.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,edge 16.0,,,,F,F,T,T,desktop,Windows
3040075,-5.0,453456.0,,,4.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3032204,-20.0,92856.0,,,-4.0,-10.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3040110,-5.0,667961.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3052731,-5.0,159621.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,499.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3032257,-5.0,348699.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,225.0,,270.0,417.0,,,,,,,,New,NotFound,,chrome 55.0,,,,F,T,F,T,desktop,
3040093,-5.0,662091.0,0.0,0.0,4.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,,T,F,F,T,mobile,iOS Device
3032274,0.0,253971.0,,,2.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,270.0,417.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/LMY48B
3032262,-5.0,361509.0,,,7.0,-15.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,484.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3032264,-5.0,173078.0,0.0,0.0,3.0,-15.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,484.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3032297,0.0,118832.0,,,2.0,-42.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,13.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,T,T,mobile,
3032324,0.0,155174.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,samsung browser 6.2,,,,F,F,T,T,mobile,SAMSUNG
3032294,-5.0,74921.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3032304,-5.0,157538.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3032371,-5.0,289330.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3032328,-20.0,401747.0,,,0.0,-100.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3032410,-5.0,277969.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3032452,-5.0,249020.0,0.0,0.0,5.0,-33.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3032458,-5.0,508548.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,541.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3032479,0.0,297189.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,153.0,139.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (4) Build/NPJS25.93-14-10
3032549,-20.0,140130.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for ios,,,,F,F,F,T,mobile,
3032573,0.0,197288.0,,,-4.0,-32.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,266.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,T,mobile,Moto G (5) Plus Build/NPN25.137-72
3032587,-15.0,118670.0,0.0,0.0,3.0,-82.0,,,0.0,0.0,100.0,NotFound,35.0,,Found,Found,225.0,15.0,266.0,507.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (5) Plus Build/NPN25.137-72
3032588,-15.0,83966.0,0.0,0.0,5.0,-82.0,,,0.0,0.0,100.0,NotFound,35.0,,Found,Found,225.0,15.0,266.0,507.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,T,mobile,Moto G (5) Plus Build/NPN25.137-72
3040904,0.0,62561.0,,,0.0,0.0,,,2.0,0.0,94.29000091552734,NotFound,,-360.0,New,NotFound,166.0,,529.0,600.0,,,,,,,,Found,Found,Mac OS X 10_13_1,safari generic,24.0,5120x2880,match_status:2,T,F,T,T,desktop,MacOS
3036845,-25.0,35786.0,,,0.0,0.0,,,0.0,0.0,96.19000244140624,NotFound,63.0,-300.0,Unknown,,166.0,,100.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1366x768,match_status:2,T,F,F,T,desktop,Windows
3053646,0.0,212263.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,237.0,497.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G610M Build/MMB29K
3033202,-5.0,447260.0,0.0,0.0,2.0,-26.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,150.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3033444,-20.0,90285.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,595.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,F,T,mobile,SM-T713 Build/NRD90M
3033471,-40.0,203769.0,,,-8.0,-100.0,,,,,100.0,NotFound,18.0,,New,NotFound,225.0,,417.0,507.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53
3033750,0.0,400894.0,,,1.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G531H Build/LMY48B
3033791,-5.0,218811.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3033776,-5.0,349157.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3033767,-5.0,94228.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3033929,-15.0,224517.0,,,2.0,-9.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,LG-X180g Build/LMY47I
3033892,-40.0,189578.0,,,0.0,0.0,,,,,100.0,NotFound,18.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,HUAWEI VNS-L23 Build/HUAWEIVNS-L23
3034147,-5.0,348878.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
